,urls
217,https://towardsdatascience.com/pandas-for-football-analysis-42c23b252995?source=topic_page---------900------------------1
218,https://towardsdatascience.com/what-would-a-hockey-2-point-line-look-like-bf6b3192226a?source=topic_page---------901------------------1
219,https://medium.com/@nateabaurrea/town-business-6bb50916bee8?source=topic_page---------902------------------1
220,https://elemental.medium.com/how-effective-is-youtube-yoga-88ae9b1fa28?source=topic_page---------903------------------1
221,https://medium.com/runners-life/eliud-kipchoge-the-worlds-greatest-marathoner-77e31e36835f?source=topic_page---------904------------------1
222,https://medium.com/unpluggd-mag/the-ultimate-snub-on-byus-top-seeded-frisbee-team-and-the-championship-they-re-not-allowed-to-win-637315d74804?source=topic_page---------905------------------1
223,https://medium.com/top-level-sports/fifa-made-the-right-decision-to-keep-the-2022-world-cup-at-32-teams-but-for-the-wrong-reasons-634af845d8ca?source=topic_page---------906------------------1
224,https://medium.com/core-shot/joshua-tree-a-rock-climbers-paradise-871b53839edb?source=topic_page---------907------------------1
225,https://medium.com/the-ascent/can-we-do-better-a9e0d088a960?source=topic_page---------908------------------1
226,https://medium.com/@darren_24933/this-is-what-you-need-to-know-about-external-coaching-cues-ea3ab5b8db9d?source=topic_page---------909------------------1
227,https://medium.com/sportsraid/best-defense-nba-2019-defensive-player-of-year-first-second-team-gobert-antetokounmpo-turner-b6ec6212a065?source=topic_page---------910------------------1
228,https://medium.com/brian-the-man-behind-the-pen/joe-louis-fought-his-way-into-the-hearts-of-white-americans-despite-rampant-white-supremacy-ba2f538f5600?source=topic_page---------911------------------1
229,https://medium.com/the-spn/caster-semenya-white-supremacy-and-the-curious-black-body-b5d11a434a33?source=topic_page---------912------------------1
230,https://elemental.medium.com/why-exercisers-are-embracing-cannabis-96317907bb4c?source=topic_page---------913------------------1
231,https://towardsdatascience.com/betting-on-the-english-premier-league-making-money-with-machine-learning-fb6938760c64?source=topic_page---------914------------------1
232,https://medium.com/nautilus-magazine/this-is-my-brain-on-rock-climbing-4b7600a8b79c?source=topic_page---------915------------------1
233,https://medium.com/@dan_fritchman/who-deserves-the-nbas-gold-patch-bd8f7dff8a6c?source=topic_page---------916------------------1
234,https://ourgame.mlblogs.com/books-and-baseball-cb40fc7f8836?source=topic_page---------917------------------1
235,https://medium.com/@treventour1995/black-soldiers-in-conflict-walter-tull-e5016770977c?source=topic_page---------918------------------1
236,https://medium.com/@shaneyoungnba/warriors-advance-to-fifth-straight-nba-finals-with-a-chance-to-continue-the-dynasty-a7111057b288?source=topic_page---------919------------------1
237,https://tigers.mlblogs.com/under-the-radar-prospects-in-lakeland-flourishing-rogers-providing-impact-following-promotion-f180cc200891?source=topic_page---------920------------------1
238,https://medium.com/the-hit-job/nfl-draft-fantasy-football-fallout-afc-2019-dynasty-rookie-rankings-jacobs-hardman-harry-fant-brown-fedd0f42e700?source=topic_page---------921------------------1
239,https://medium.com/@mrxhill/a-plan-to-eliminate-tanking-in-the-nba-2b6f642d2da1?source=topic_page---------922------------------1
240,https://ourgame.mlblogs.com/new-yorks-first-ballpark-90bddf50910a?source=topic_page---------923------------------1
241,https://medium.com/top-level-sports/evaluating-adam-silvers-ideas-to-change-the-nba-season-structure-af2ba6b7a7f3?source=topic_page---------924------------------1
242,https://medium.com/the-intermission/miles-sanders-is-primed-and-ready-to-take-over-the-philadelphia-eagles-backfield-19457f1c3c1f?source=topic_page---------925------------------1
243,https://medium.com/the-word-is-not-enough/it-was-fun-while-it-lasted-358749d9a154?source=topic_page---------926------------------1
244,https://medium.com/explore-the-limits/adaptations-from-our-evolutionary-past-may-impact-our-sports-psychology-today-abce6636ba5e?source=topic_page---------927------------------1
245,https://medium.com/@pgrossi17/the-purgatory-of-colin-kaepernick-f6a4a2fba4c5?source=topic_page---------928------------------1
246,https://elemental.medium.com/does-stretching-do-any-good-ec085a8ddd90?source=topic_page---------929------------------1
247,https://medium.com/@LakerTom/lakers-no-longer-pursuing-big-three-d224ce6b1478?source=topic_page---------930------------------1
248,https://medium.com/the-ascent/how-i-trained-for-my-first-24-hour-track-ultra-logged-81-miles-4bc22017db14?source=topic_page---------931------------------1
249,https://medium.com/@underdogemre/how-to-be-a-giant-powerhouse-in-euroleague-fenerbahce-2ee0ad71858a?source=topic_page---------932------------------1
250,https://medium.com/@Oneofthejenns/what-the-armstrong-lie-reminds-me-about-alabama-abortion-rights-and-power-f5841258d8be?source=topic_page---------933------------------1
251,https://medium.com/financial-times/tennis-star-naomi-osaka-i-let-it-get-to-my-head-a-little-bit-2864609d2001?source=topic_page---------934------------------1
252,https://medium.com/@brandonlifong/the-dark-side-of-phoenix-suns-bright-future-8f43b3e28a44?source=topic_page---------935------------------1
253,https://medium.com/@MNReitan/2019-pga-championship-preview-7bb31a6da0c6?source=topic_page---------936------------------1
254,https://medium.com/@zackshukait/martin-jones-and-the-conundrum-that-is-san-joses-goaltending-7ffee6574cbf?source=topic_page---------937------------------1
255,https://lifeinrepeat.com/a-new-feeling-kawhis-shot-d82649d39425?source=topic_page---------938------------------1
256,https://medium.com/@jimsmerbeck/2019-nba-playoffs-wither-dub-dynasty-39365d848dae?source=topic_page---------939------------------1
257,https://medium.com/financial-times/brazils-ronaldo-on-owning-a-club-fame-and-playing-under-berlusconi-4fab8e4b1f92?source=topic_page---------940------------------1
258,https://medium.com/@mrxhill/using-european-football-soccer-to-quicken-the-nba-game-7837e6eb7de8?source=topic_page---------941------------------1
259,https://medium.com/@cooperking96/mlb-teams-are-overpaying-players-and-may-be-losing-because-of-it-847c3d2ed5dd?source=topic_page---------942------------------1
260,https://medium.com/sportsraid/zion-williamson-already-top-ten-nba-asset-draft-lottery-duke-basketball-105d2ab74677?source=topic_page---------943------------------1
261,https://medium.com/engl-201/icy-oasis-c446a52f7905?source=topic_page---------944------------------1
262,https://medium.com/@MaxJGao/exclusive-patrick-chan-reflects-on-post-retirement-life-uncertain-future-of-figure-skating-2d1ddfe697d8?source=topic_page---------945------------------1
263,https://medium.com/sportsraid/25-dirtiest-players-nba-history-basketball-rodman-laimbeer-draymond-zaza-bowen-690c1ee4dc00?source=topic_page---------946------------------1
264,https://medium.com/@IvorSwartz/youll-never-walk-alone-1239bf24f402?source=topic_page---------947------------------1
265,https://medium.com/@georgembrenckle/when-competition-becomes-toxic-9076f94a4a00?source=topic_page---------948------------------1
266,https://medium.com/caseworx/competing-against-the-nfl-is-the-perfect-case-of-a-solution-looking-for-a-problem-44a4a1096b4e?source=topic_page---------949------------------1
267,https://medium.com/top-level-sports/the-media-test-that-defines-the-greatest-team-sport-athletes-5aea46ebf19f?source=topic_page---------950------------------1
268,https://medium.com/@matthewrobertargall/hanging-in-chains-the-case-of-caster-semenya-af4541dd1d50?source=topic_page---------951------------------1
269,https://dodgers.mlblogs.com/ryu-nearly-throws-a-mothers-day-no-hitter-in-another-scoreless-gem-f81da591ff8b?source=topic_page---------952------------------1
270,https://medium.com/explore-the-limits/photographs-shape-our-understanding-of-a-race-event-ad4b510aa422?source=topic_page---------953------------------1
271,https://medium.com/sports4sports/like-nfl-free-agency-ncaa-coaching-carousel-just-part-of-the-game-7e506ef94edd?source=topic_page---------954------------------1
272,https://medium.com/sports4sports/exclusive-rewind-hockey-in-brooklyn-163fa912060a?source=topic_page---------955------------------1
273,https://medium.com/engl-201/the-price-they-pay-7330545fd91d?source=topic_page---------956------------------1
274,https://medium.com/push-the-pace/our-biggest-loser-how-nba-fans-establish-identities-by-rooting-for-losing-a4453e3e9a54?source=topic_page---------957------------------1
275,https://medium.com/@MaxJGao/exclusive-evgenia-medvedeva-reflects-on-difficult-transition-season-newfound-love-for-canada-100f385316a4?source=topic_page---------958------------------1
276,https://towardsdatascience.com/hypothesis-testing-european-soccer-data-home-field-advantage-ideal-formations-and-inter-league-8af2f6302995?source=topic_page---------959------------------1
277,https://medium.com/@courtneyeathorne/racism-at-wrigley-the-undeniable-beast-90e9faf38d1d?source=topic_page---------960------------------1
278,https://medium.com/@intelsohail/why-i-dont-follow-cricket-anymore-6e9cb7231acb?source=topic_page---------961------------------1
279,https://medium.com/@jonesviolet26/mlb-loves-lgbtq-fans-they-just-love-money-more-f443ae7886e0?source=topic_page---------962------------------1
280,https://bastian.mlblogs.com/covering-the-bases-game-35-1dab5d6d1938?source=topic_page---------963------------------1
281,https://medium.com/@Jessicaptain/race-anecdotes-the-power-of-perspective-25c95205d01b?source=topic_page---------964------------------1
282,https://towardsdatascience.com/querying-the-premier-league-using-python-and-sql-combined-501cb9d9319a?source=topic_page---------965------------------1
283,https://medium.com/sportsraid/most-improved-player-nba-2019-every-team-basketball-siakam-russell-nurkic-vucevic-fox-ec6ba589c83c?source=topic_page---------966------------------1
284,https://medium.com/@lisa.daromando/the-perks-and-perils-of-niche-sports-6d8edd56da2f?source=topic_page---------967------------------1
285,https://medium.com/joshsoftware/indian-hockeys-olympic-gold-quest-back-to-the-winning-ways-fef3261ba1a9?source=topic_page---------968------------------1
286,https://medium.com/avoiderdragon/canelo-alvarez-vs-daniel-jacobs-red-headed-problem-e6cdabf4c547?source=topic_page---------969------------------1
287,https://medium.com/@jamiemah/did-lebrons-ego-get-in-the-way-of-his-becoming-the-best-player-of-all-time-e0ea8ff8d705?source=topic_page---------970------------------1
288,https://medium.com/@mckaylakert/addressing-the-problem-of-mental-health-in-student-athletes-a331f61e865d?source=topic_page---------971------------------1
289,https://medium.com/@s9008423/top-10-nba-players-in-2019-through-60-games-927051694913?source=topic_page---------972------------------1
290,https://medium.com/@efleischer/money-and-athletes-49978eae9e74?source=topic_page---------973------------------1
291,https://medium.com/popular-science/the-story-of-the-former-olympian-who-designed-the-worlds-most-beloved-boat-4977ba27b8aa?source=topic_page---------974------------------1
292,https://medium.com/@rayala4435/is-barry-bonds-worthy-of-the-hall-of-fame-646353f399f7?source=topic_page---------975------------------1
293,https://medium.com/@notCursedE/5-times-women-being-good-at-sports-meant-they-were-men-89f465de013e?source=topic_page---------976------------------1
294,https://medium.com/@efleischer/what-keeps-a-valuable-sports-team-competitive-6c5bb5b41ce?source=topic_page---------977------------------1
295,https://medium.com/the-wrigley-rapport/chicago-cubs-game-32-bryant-warms-the-hearts-of-chilly-cubs-fans-31a5fa8b7ab3?source=topic_page---------978------------------1
296,https://medium.com/@alevine3/spending-the-most-doesnt-equal-the-best-record-8c458801a52f?source=topic_page---------979------------------1
297,https://medium.com/@jaydenichols/pete-roses-gambling-and-the-media-61d587d10c32?source=topic_page---------980------------------1
298,https://medium.com/@lalalosangeles/los-angeles-stadium-inches-closer-to-completion-draws-more-attention-from-job-and-venue-seekers-ece634f154aa?source=topic_page---------981------------------1
